Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
4/13/2019,5/22/2020,Nonexempt,"40,960.13"
7/1/2024,7/1/2024,Nonexempt,"40,960.00"
12/30/2023,5/6/2024,Exempt,"84,373.25"
2/17/2015,6/6/2022,Nonexempt,"41,774.67"
9/7/2024,9/7/2024,Nonexempt,"40,960.00"
11/5/2022,11/5/2022,Nonexempt,"41,231.30"
6/1/2024,6/1/2024,Nonexempt,"41,231.30"
8/13/2001,7/8/2011,Nonexempt,"50,951.33"
10/22/2022,1/16/2024,Nonexempt,"44,032.12"
10/24/2001,9/13/2021,Nonexempt,"46,577.54"
10/20/1986,4/23/2016,Nonexempt,"58,910.16"
5/9/2022,5/9/2022,Nonexempt,"40,960.13"
5/23/2016,4/13/2020,Nonexempt,"40,687.92"
2/18/2020,3/23/2020,Nonexempt,"41,231.30"
11/27/2006,10/28/2019,Nonexempt,"49,406.10"
11/21/2020,8/12/2024,Nonexempt,"41,231.00"
8/25/2008,3/11/2024,Nonexempt,"45,056.13"
2/14/2022,10/21/2023,Nonexempt,"45,354.42"
4/25/2016,7/5/2022,Nonexempt,"41,231.30"
10/22/2022,10/22/2022,Nonexempt,"40,960.13"
10/22/2022,4/22/2023,Nonexempt,"41,231.30"
9/2/2003,8/31/2020,Nonexempt,"40,960.13"
4/10/2021,9/9/2023,Nonexempt,"49,045.35"
11/23/2013,1/30/2021,Nonexempt,"40,960.13"
8/23/1993,3/2/2015,Nonexempt,"66,030.09"
2/10/2024,2/10/2024,Exempt,"72,109.49"
3/9/2015,2/27/2023,Nonexempt,"52,164.00"
9/18/2017,9/24/2022,Nonexempt,"45,756.32"
7/2/2001,1/19/2009,Exempt,"67,107.86"
6/23/2016,7/27/2024,Nonexempt,"56,505.00"
6/15/2024,6/15/2024,Nonexempt,"41,231.30"
2/29/2020,2/29/2020,Nonexempt,"40,687.92"
6/23/2015,1/30/2023,Nonexempt,"41,231.30"
2/13/2012,4/22/2023,Nonexempt,"52,164.00"
5/18/2024,5/18/2024,Nonexempt,"41,231.30"
5/6/2023,12/4/2023,Nonexempt,"43,007.36"
6/25/2018,8/24/2024,Exempt,"74,243.00"
9/7/1995,5/15/2017,Exempt,"58,621.18"
6/29/2015,6/29/2015,Exempt,"93,242.53"
9/12/2022,10/22/2022,Nonexempt,"43,293.02"
5/23/2022,5/23/2022,Nonexempt,"40,687.92"
3/11/2023,5/6/2023,Nonexempt,"43,292.86"
11/22/1999,8/24/2016,Nonexempt,"50,791.59"
7/22/1996,8/30/2021,Nonexempt,"50,552.48"
10/22/2022,7/15/2023,Nonexempt,"48,917.88"
10/7/2023,9/23/2024,Exempt,"57,331.00"
8/15/2020,9/9/2024,Nonexempt,"51,246.99"
6/16/1998,12/17/2022,Exempt,"120,290.25"
4/15/2013,11/9/2022,Exempt,"71,889.03"
9/8/2015,5/10/2021,Nonexempt,"40,960.13"
9/18/2006,9/11/2023,Nonexempt,"43,291.98"
10/8/2022,10/8/2022,Nonexempt,"40,687.92"
9/21/2024,9/21/2024,Nonexempt,"41,231.00"
3/6/2006,9/23/2014,Nonexempt,"41,231.30"
7/8/2015,2/24/2024,Nonexempt,"40,960.12"
6/6/2022,3/9/2024,Nonexempt,"45,159.12"
11/25/2013,8/8/2016,Nonexempt,"42,961.85"
10/30/2012,10/30/2012,Nonexempt,"53,203.59"
4/11/2022,5/6/2023,Nonexempt,"42,722.32"
12/10/2007,3/9/2024,Nonexempt,"47,622.42"
2/10/2024,2/10/2024,Exempt,"48,918.24"
6/17/2009,6/15/2024,Nonexempt,"40,687.92"
6/17/2009,10/5/2024,Nonexempt,"43,293.00"
7/16/2010,10/24/2020,Nonexempt,"41,774.67"
1/12/1999,1/23/2016,Nonexempt,"45,602.10"
3/9/2024,4/6/2024,Nonexempt,"42,722.73"
1/23/2007,3/16/2010,Nonexempt,"50,894.53"
1/18/2011,9/7/2024,Nonexempt,"41,503.00"
5/23/2003,5/16/2007,Nonexempt,"47,195.22"
7/22/2013,10/26/2019,Exempt,"101,900.25"
2/20/2018,11/25/2019,Exempt,"57,331.48"
12/3/2022,5/4/2024,Nonexempt,"51,586.47"
4/27/2000,12/6/2010,Nonexempt,"50,791.59"
7/11/2012,1/16/2024,Nonexempt,"40,960.12"
2/24/2003,2/24/2003,Nonexempt,"40,687.92"
4/14/2003,10/23/2023,Exempt,"116,960.18"
8/15/2022,8/15/2022,Nonexempt,"43,292.86"
6/6/2022,6/6/2022,Nonexempt,"40,960.13"
12/11/2017,1/29/2024,Exempt,"57,331.76"
7/8/2014,5/18/2024,Nonexempt,"40,960.12"
7/17/2021,7/17/2021,Nonexempt,"41,231.30"
11/4/2023,11/4/2023,Nonexempt,"40,687.92"
7/8/2013,5/14/2018,Exempt,"71,676.13"
5/9/2022,5/9/2022,Nonexempt,"43,578.68"
8/16/2021,10/23/2023,Nonexempt,"42,721.70"
12/6/2021,12/6/2021,Nonexempt,"40,687.92"
7/24/2007,9/24/2022,Nonexempt,"50,001.88"
1/3/2023,9/9/2023,Nonexempt,"42,734.12"
11/5/2022,3/9/2024,Nonexempt,"44,759.61"
12/2/2023,12/2/2023,Nonexempt,"40,687.92"
8/29/2022,8/29/2022,Nonexempt,"41,503.50"
2/23/2015,10/23/2023,Nonexempt,"43,291.98"
9/15/2009,11/9/2022,Nonexempt,"61,344.45"
11/30/2009,11/13/2017,Exempt,"104,694.80"
4/9/2012,8/10/2015,Nonexempt,"47,745.58"
1/21/2020,1/27/2024,Nonexempt,"45,457.20"
6/13/2005,8/1/2022,Nonexempt,"43,578.14"
12/8/2015,3/25/2024,Nonexempt,"57,489.08"
7/1/2024,7/1/2024,Nonexempt,"40,687.00"
9/8/1987,10/23/2017,Nonexempt,"43,327.40"
10/25/2021,10/25/2021,Nonexempt,"40,687.92"
2/23/2016,10/26/2020,Exempt,"81,097.09"
11/10/2021,5/6/2023,Nonexempt,"45,157.72"
5/14/2018,5/14/2018,Nonexempt,"40,687.92"
6/1/2024,10/5/2024,Nonexempt,"43,293.00"
2/14/2003,6/12/2021,Nonexempt,"49,328.06"
3/23/1998,8/13/2007,Nonexempt,"45,797.77"
1/22/2019,9/25/2023,Nonexempt,"45,457.20"
10/29/2007,8/16/2021,Nonexempt,"44,502.41"
7/9/2013,5/4/2024,Nonexempt,"40,687.92"
4/6/2024,4/6/2024,Nonexempt,"41,231.30"
8/25/1997,9/16/2019,Nonexempt,"55,011.28"
5/4/2024,5/4/2024,Nonexempt,"40,687.92"
6/6/2022,2/24/2024,Nonexempt,"42,721.70"
8/10/2015,8/10/2015,Exempt,"84,391.57"
4/11/2022,1/16/2024,Nonexempt,"42,722.73"
12/15/1997,8/25/2014,Nonexempt,"60,840.24"
1/27/2024,10/5/2024,Nonexempt,"51,364.00"
12/2/2023,12/2/2023,Nonexempt,"40,960.12"
9/16/1987,3/2/2020,Nonexempt,"69,529.59"
3/8/2016,2/25/2023,Nonexempt,"52,164.00"
7/13/2024,7/13/2024,Nonexempt,"41,231.00"
10/21/2023,3/9/2024,Nonexempt,"43,293.02"
10/24/2005,2/12/2024,Exempt,"67,930.16"
5/23/2022,4/6/2024,Nonexempt,"45,159.12"
2/29/2020,5/18/2024,Nonexempt,"41,231.30"
2/6/2017,5/21/2022,Nonexempt,"41,231.30"
4/23/2002,4/6/2024,Exempt,"72,108.45"
10/3/1997,12/31/2016,Nonexempt,"54,230.78"
4/23/2022,4/23/2022,Nonexempt,19.56
4/23/2007,11/23/2019,Nonexempt,"40,687.92"
7/27/2024,7/27/2024,Nonexempt,19.82
9/14/2001,3/9/2002,Nonexempt,"46,970.15"
3/9/2024,3/9/2024,Nonexempt,"41,231.30"
11/3/2003,7/28/2016,Nonexempt,"46,568.97"
8/3/2019,12/26/2020,Nonexempt,"41,231.30"
9/23/2022,9/23/2022,Nonexempt,"41,231.30"
11/7/2020,11/7/2020,Nonexempt,"41,231.30"
6/3/2023,6/3/2023,Nonexempt,"41,231.30"
1/16/2024,1/16/2024,Nonexempt,"20,343.96"
6/22/2019,6/22/2019,Nonexempt,"41,231.30"
1/14/2000,10/1/2001,Nonexempt,"54,230.77"
7/17/2017,4/16/2018,Nonexempt,"41,231.30"
4/23/2016,4/23/2016,Nonexempt,"41,231.30"
5/1/2015,1/21/2019,Nonexempt,"41,231.30"
3/25/2013,3/25/2013,Nonexempt,"40,960.13"
5/18/2024,5/18/2024,Nonexempt,"44,505.00"
4/18/2007,1/15/2010,Nonexempt,"41,231.30"
4/28/2014,4/28/2014,Nonexempt,"41,231.30"
8/28/2014,7/7/2021,Nonexempt,"40,960.13"
11/22/2004,11/22/2004,Nonexempt,"59,622.21"
10/21/2023,10/21/2023,Nonexempt,"41,231.30"
11/10/2021,11/10/2021,Nonexempt,"59,336.55"
10/22/2022,10/22/2022,Nonexempt,"40,687.92"
7/7/2009,6/1/2015,Nonexempt,"40,687.92"
1/3/2005,8/31/2019,Nonexempt,"41,503.50"
12/6/2007,6/1/2024,Exempt,"92,438.09"
12/20/2020,12/20/2020,Nonexempt,"50,538.77"
10/22/2022,10/22/2022,Nonexempt,"41,231.30"
11/7/2020,9/10/2022,Nonexempt,"41,231.30"
7/20/2019,12/1/2019,Nonexempt,"41,231.30"
1/6/2018,9/10/2022,Nonexempt,"41,231.30"
7/1/2024,7/1/2024,Exempt,"100,000.00"
4/19/2021,4/19/2021,Nonexempt,"40,687.92"
3/14/2022,3/14/2022,Nonexempt,"40,687.92"
7/25/2002,7/25/2002,Nonexempt,"40,687.92"
9/23/2023,9/23/2023,Nonexempt,"46,575.00"
7/18/2017,7/18/2017,Nonexempt,"41,231.30"
1/22/2019,7/20/2019,Nonexempt,"41,231.30"
10/16/2006,12/16/2018,Nonexempt,"51,262.76"
10/29/2007,6/6/2022,Nonexempt,"50,550.18"
12/19/2016,12/19/2016,Nonexempt,"41,231.30"
4/20/2024,4/20/2024,Exempt,"54,855.00"
10/22/2022,10/22/2022,Nonexempt,"40,687.92"
1/5/2022,8/16/2022,Nonexempt,"41,231.30"
7/27/2024,7/27/2024,Nonexempt,19.82
7/1/2024,9/9/2024,Nonexempt,"40,960.00"
5/18/2024,5/18/2024,Exempt,"119,025.00"
4/11/2022,4/11/2022,Nonexempt,19.56
3/30/2019,3/30/2019,Exempt,"77,685.04"
10/16/2006,10/16/2006,Exempt,"169,811.42"
3/23/2024,3/23/2024,Nonexempt,19.56
8/2/2022,8/2/2022,Nonexempt,"41,231.30"
8/29/2022,8/29/2022,Nonexempt,"41,231.30"
11/22/2021,11/22/2021,Nonexempt,"40,960.13"
9/5/2004,9/5/2004,Nonexempt,17.12
8/28/2017,8/28/2017,Nonexempt,17.12
3/24/2008,8/11/2014,Nonexempt,"45,724.22"
6/19/2006,2/23/2015,Nonexempt,17.12
7/29/2024,7/29/2024,Exempt,"62,791.15"
10/1/2001,12/16/2013,Exempt,"171,613.04"
10/7/2023,10/7/2023,Nonexempt,19.56
4/25/2022,4/25/2022,Nonexempt,17.12
3/24/2014,3/24/2014,Exempt,"62,906.87"
12/2/2023,12/2/2023,Nonexempt,"41,231.30"
3/23/2024,3/23/2024,Nonexempt,16.3
1/23/1997,3/5/2018,Exempt,"116,166.30"
9/14/2022,9/14/2022,Nonexempt,"48,040.87"
1/23/1997,2/28/2014,Nonexempt,"53,398.31"
4/24/2021,9/27/2021,Exempt,"56,206.54"
1/22/2019,1/22/2019,Nonexempt,17.12
6/1/1996,5/18/2015,Nonexempt,17.12
12/2/2023,12/2/2023,Nonexempt,16.3
7/1/2023,7/1/2023,Nonexempt,15.53
1/27/2014,1/27/2014,Nonexempt,17.12
9/2/1999,4/1/2015,Nonexempt,"40,687.92"
4/11/2022,8/7/2024,Nonexempt,"49,023.35"
9/30/2016,9/30/2016,Nonexempt,17.12
4/26/2022,9/26/2023,Nonexempt,"43,184.34"
11/4/2023,11/28/2023,Nonexempt,"41,231.00"
4/6/2024,4/6/2024,Nonexempt,"41,231.30"
3/16/2015,7/27/2024,Nonexempt,"46,891.35"
6/21/2022,6/21/2022,Nonexempt,"55,152.58"
7/27/2024,7/27/2024,Nonexempt,15
10/11/2010,10/11/2010,Nonexempt,17.12
3/23/2024,3/23/2024,Nonexempt,16.3
8/10/2015,8/10/2015,Nonexempt,"40,687.92"
11/2/2015,12/2/2023,Exempt,"80,252.61"
5/3/2007,5/3/2007,Nonexempt,16.3
12/7/2023,4/9/2024,Nonexempt,"41,231.30"
4/11/2022,4/11/2022,Exempt,"81,017.21"
7/5/2022,9/10/2022,Nonexempt,16.3
5/20/2023,5/20/2023,Nonexempt,"41,774.67"
9/23/2022,9/23/2022,Nonexempt,"45,354.42"
2/24/2024,2/24/2024,Nonexempt,19.56
1/23/1997,2/23/2015,Nonexempt,17.12
8/30/1997,9/27/2021,Nonexempt,"50,552.46"
5/18/2024,5/18/2024,Nonexempt,"45,354.42"
6/26/2018,7/1/2023,Nonexempt,"40,687.92"
7/17/2023,7/17/2023,Nonexempt,"40,687.92"
11/13/2001,10/8/2007,Nonexempt,"47,416.46"
7/1/2023,7/1/2023,Nonexempt,19.56
6/15/2024,6/15/2024,Nonexempt,19.56
7/1/2023,5/18/2024,Nonexempt,"40,687.92"
10/18/1999,8/2/2021,Nonexempt,"41,231.30"
1/12/2004,1/12/2004,Exempt,"73,360.54"
4/2/1990,8/27/2022,Nonexempt,"40,687.92"
10/5/2024,10/5/2024,Nonexempt,19.56
8/28/2021,11/6/2021,Nonexempt,"40,687.92"
1/17/2023,2/24/2024,Nonexempt,"47,104.61"
6/1/2024,6/1/2024,Nonexempt,"48,040.56"
5/18/2024,5/18/2024,Nonexempt,19.56
11/18/2023,11/18/2023,Nonexempt,19.56
9/1/1999,11/18/2023,Nonexempt,19.56
5/15/2017,11/5/2022,Nonexempt,"40,687.92"
4/8/2023,4/8/2023,Nonexempt,"48,040.87"
7/1/2023,7/1/2023,Nonexempt,19.56
7/1/2023,7/1/2023,Nonexempt,"40,687.92"
10/22/1985,4/4/2002,Nonexempt,"40,687.92"
2/11/2023,2/11/2023,Nonexempt,19.56
1/27/2024,1/27/2024,Nonexempt,"48,040.56"
5/9/2022,5/9/2022,Nonexempt,"41,231.30"
10/10/2020,10/25/2021,Exempt,"125,519.63"
7/1/2023,7/1/2023,Nonexempt,19.56
4/9/2007,4/9/2007,Nonexempt,"45,596.31"
11/26/2018,8/14/2021,Nonexempt,"47,958.76"
1/27/2014,9/21/2020,Exempt,"75,220.49"
5/2/2017,3/23/2024,Nonexempt,"45,354.42"
5/13/1996,12/8/2000,Nonexempt,"40,687.92"
7/1/2023,7/1/2023,Nonexempt,19.56
7/1/2023,7/1/2023,Nonexempt,19.56
2/8/2013,2/8/2013,Nonexempt,"40,687.92"
12/7/2019,12/7/2019,Nonexempt,"40,687.92"
6/1/2024,6/1/2024,Nonexempt,"40,687.92"
6/27/1997,8/2/2021,Nonexempt,"41,231.30"
8/10/2024,8/10/2024,Nonexempt,19.56
5/21/2022,5/21/2022,Nonexempt,"32,550.34"
6/2/1997,5/8/2001,Nonexempt,"40,687.92"
7/1/2023,7/1/2023,Nonexempt,19.56
4/27/2011,5/23/2021,Nonexempt,"40,687.92"
7/1/2023,7/1/2023,Nonexempt,19.56
7/7/2008,2/24/2024,Exempt,"53,576.72"
7/28/2008,9/30/2017,Nonexempt,"40,687.92"
8/24/2024,8/24/2024,Nonexempt,19.56
2/16/2021,2/24/2024,Nonexempt,"43,942.95"
8/24/2024,8/24/2024,Nonexempt,"45,354.10"
9/29/2008,5/8/2021,Nonexempt,"47,012.81"
6/15/2024,6/15/2024,Nonexempt,"40,687.92"
4/12/1999,8/2/2021,Nonexempt,"41,231.30"
12/20/2021,12/20/2021,Nonexempt,19.56
7/31/2002,9/9/2003,Nonexempt,"40,687.92"
8/1/2020,8/1/2020,Nonexempt,"41,231.30"
11/4/2023,11/4/2023,Nonexempt,19.56
7/18/2022,7/18/2022,Exempt,"108,403.31"
7/1/2023,7/1/2023,Nonexempt,"40,687.92"
7/15/2023,11/20/2023,Nonexempt,"48,040.56"
9/7/2024,9/7/2024,Nonexempt,19.56
7/1/2023,7/1/2023,Nonexempt,"40,687.92"
1/27/2024,1/27/2024,Nonexempt,"48,040.56"
9/21/2024,9/21/2024,Nonexempt,"45,354.10"
6/15/2024,6/15/2024,Nonexempt,19.56
9/21/2024,9/21/2024,Nonexempt,"48,041.25"
2/27/2017,7/15/2023,Exempt,"100,395.00"
9/21/2024,9/21/2024,Nonexempt,19.56
1/27/2014,4/28/2014,Nonexempt,"47,958.94"
2/29/2020,7/13/2024,Nonexempt,"47,104.00"
10/12/2019,6/4/2022,Nonexempt,19.56
7/1/2023,7/1/2023,Nonexempt,"45,753.21"
7/27/2024,7/27/2024,Nonexempt,19.56
8/15/2000,7/1/2023,Nonexempt,"40,687.92"
10/18/2006,11/20/2021,Nonexempt,"41,774.67"
12/18/2021,12/18/2021,Nonexempt,"32,550.34"
4/10/2006,4/16/2007,Nonexempt,"40,687.92"
7/17/2023,7/17/2023,Nonexempt,"46,687.82"
7/15/2023,7/15/2023,Exempt,"110,745.00"
9/7/2024,9/7/2024,Nonexempt,"40,688.00"
9/21/2024,9/21/2024,Nonexempt,19.56
7/1/2023,7/1/2023,Nonexempt,19.56
12/16/2023,12/16/2023,Nonexempt,"41,231.30"
5/7/2022,5/7/2022,Nonexempt,19.56
7/1/2023,7/1/2023,Nonexempt,"40,687.92"
7/8/2021,7/8/2021,Exempt,"54,772.20"
9/18/2017,6/21/2022,Nonexempt,"49,842.70"
1/22/2008,5/18/2024,Exempt,"57,960.00"
6/17/2015,9/9/2024,Nonexempt,"42,722.00"
4/26/2000,4/26/2000,Exempt,"88,657.09"
2/1/1978,9/13/2021,Nonexempt,19.56
5/15/2017,12/3/2022,Nonexempt,"50,936.49"
9/11/2006,9/27/2021,Nonexempt,"40,687.92"
8/23/2016,9/13/2021,Nonexempt,19.56
12/2/2023,12/2/2023,Nonexempt,"40,687.92"
6/17/2024,6/17/2024,Exempt,"62,244.90"
7/1/2010,3/13/2023,Exempt,"146,972.07"
6/15/2024,6/15/2024,Exempt,"87,975.00"
12/27/2017,2/12/2024,Exempt,"105,984.00"
7/20/2019,10/25/2021,Nonexempt,"55,742.13"
6/15/2024,6/15/2024,Exempt,"67,076.69"
1/6/2014,8/29/2022,Exempt,"168,446.25"
12/13/2010,10/23/2023,Exempt,"116,416.80"
9/12/2022,9/12/2022,Exempt,"54,601.43"
8/23/2007,5/11/2019,Exempt,"108,667.63"
8/15/2022,8/15/2022,Exempt,"57,442.50"
8/26/2023,8/26/2023,Exempt,"55,890.00"
11/8/2021,11/8/2021,Exempt,"95,851.35"
8/10/1998,2/3/2020,Exempt,"86,751.16"
6/22/2019,6/22/2019,Exempt,"65,722.50"
3/8/2016,5/4/2024,Exempt,"165,186.00"
1/9/2017,8/27/2022,Exempt,"72,450.00"
5/20/2023,4/6/2024,Exempt,"62,363.15"
9/24/2022,9/23/2023,Exempt,"57,960.00"
6/1/2024,6/1/2024,Exempt,"54,601.43"
11/7/2022,11/7/2022,Exempt,"62,791.33"
3/25/2023,3/25/2023,Exempt,"103,241.25"
9/7/2024,9/7/2024,Exempt,"110,000.00"
2/25/2023,2/25/2023,Exempt,"62,790.35"
3/9/2024,3/9/2024,Exempt,"52,785.00"
3/5/2001,12/4/2017,Exempt,"178,302.56"
7/13/2024,7/13/2024,Nonexempt,"40,688.00"
12/5/2020,1/16/2024,Exempt,"55,246.99"
9/21/2024,9/21/2024,Exempt,"115,000.00"
11/18/2023,11/18/2023,Nonexempt,"24,412.75"
6/25/2018,6/25/2018,Nonexempt,"44,723.53"
6/5/2021,6/5/2021,Nonexempt,"43,882.93"
11/24/1997,10/24/2016,Nonexempt,"54,283.31"
5/9/2022,5/9/2022,Nonexempt,"40,960.12"
3/9/1998,8/31/2020,Nonexempt,"55,639.65"
5/20/2023,5/20/2023,Nonexempt,"46,566.34"
7/13/2024,7/13/2024,Nonexempt,"40,688.00"
9/23/2023,9/21/2024,Nonexempt,"49,023.00"
10/16/1995,5/23/2016,Exempt,"83,973.81"
5/10/1999,11/29/2010,Nonexempt,"58,695.01"
9/24/2012,1/2/2024,Exempt,"68,675.36"
12/3/2022,3/27/2023,Nonexempt,"50,400.79"
11/20/2006,9/18/2017,Exempt,"51,750.00"
1/18/2022,1/18/2022,Nonexempt,"41,503.50"
8/12/2023,8/12/2023,Exempt,"129,375.00"
11/26/2001,5/14/2018,Exempt,"59,639.77"
12/17/2007,3/9/2024,Exempt,"57,597.74"
1/2/2002,11/26/2018,Nonexempt,"41,359.48"
4/20/2024,4/20/2024,Nonexempt,"40,687.92"
1/18/2000,1/18/2000,Nonexempt,"44,538.87"
10/12/2019,10/12/2019,Nonexempt,"44,532.88"
1/24/2011,11/13/2018,Exempt,"63,900.90"
6/21/2017,7/5/2022,Nonexempt,"41,503.50"
2/28/2022,2/28/2022,Nonexempt,"45,653.85"
7/8/2016,7/8/2016,Nonexempt,"42,962.34"
2/8/2012,5/22/2021,Nonexempt,"45,837.49"
1/3/2023,1/3/2023,Nonexempt,"41,503.50"
12/7/2019,12/7/2019,Nonexempt,"46,691.44"
8/21/2023,8/21/2023,Nonexempt,"41,774.67"
12/12/2005,1/2/2021,Nonexempt,"47,600.47"
3/5/2012,3/12/2022,Exempt,"70,694.94"
7/6/2020,7/17/2021,Nonexempt,"41,774.67"
6/5/2021,6/5/2021,Exempt,"88,149.01"
2/24/2024,2/24/2024,Nonexempt,"41,503.50"
12/17/2022,12/17/2022,Exempt,"103,165.73"
3/25/2023,3/25/2023,Nonexempt,"40,687.92"
11/21/2020,7/1/2024,Exempt,"103,398.79"
10/15/1990,12/8/2016,Nonexempt,"55,639.63"
11/14/2016,11/23/2020,Exempt,"59,353.88"
6/22/1989,10/23/2021,Exempt,"94,907.11"
10/26/2021,9/23/2023,Nonexempt,"46,791.11"
5/28/2019,7/5/2022,Nonexempt,"41,503.50"
9/23/1999,1/23/2004,Nonexempt,"53,176.58"
10/29/2001,3/23/2007,Nonexempt,"48,375.28"
9/14/2019,9/14/2019,Nonexempt,"41,774.67"
2/25/2023,2/25/2023,Nonexempt,"46,039.16"
7/31/2017,1/17/2023,Exempt,"92,373.75"
7/1/2024,7/1/2024,Nonexempt,"40,960.00"
7/31/2022,9/9/2023,Nonexempt,"43,008.12"
12/12/1994,9/5/2017,Nonexempt,"61,112.87"
7/1/2024,7/1/2024,Nonexempt,"46,416.00"
6/15/2024,6/15/2024,Exempt,"83,317.50"
8/23/1996,1/19/2021,Nonexempt,"41,503.50"
11/5/2022,11/5/2022,Nonexempt,"49,023.19"
10/22/2022,10/22/2022,Exempt,"68,465.25"
4/16/2018,11/7/2020,Exempt,"136,266.62"
9/21/2024,9/21/2024,Nonexempt,"48,041.25"
11/23/1999,3/1/2016,Exempt,"66,970.16"
8/21/2017,8/21/2017,Nonexempt,"42,119.94"
9/9/1999,9/12/2020,Nonexempt,"53,922.52"
9/4/2018,1/2/2024,Exempt,"59,904.67"
8/24/2024,8/24/2024,Nonexempt,"40,688.00"
2/10/2024,2/10/2024,Nonexempt,"41,503.50"
8/16/2021,8/16/2021,Nonexempt,"42,790.78"
3/16/2019,3/16/2019,Exempt,"68,599.25"
10/23/1995,5/15/1996,Nonexempt,"53,941.96"
8/26/2023,8/26/2023,Nonexempt,"41,774.67"
10/22/2022,10/22/2022,Nonexempt,"49,023.19"
11/7/2022,11/7/2022,Nonexempt,"41,503.50"
12/9/2003,12/9/2003,Nonexempt,"53,176.58"
7/15/2023,9/25/2023,Nonexempt,"43,008.12"
1/19/2021,1/19/2021,Nonexempt,"50,244.94"
10/22/2022,10/22/2022,Exempt,"58,217.68"
6/12/2017,11/13/2017,Nonexempt,"43,291.11"
5/22/2017,12/5/2021,Nonexempt,"50,465.22"
3/25/2023,3/25/2023,Nonexempt,"48,040.87"
1/2/2024,1/2/2024,Nonexempt,"44,236.94"
3/5/2018,5/9/2022,Nonexempt,"46,960.22"
1/23/1997,4/6/1999,Exempt,"62,315.50"
10/5/1999,10/5/1999,Nonexempt,"51,846.05"
4/10/2021,1/2/2024,Exempt,"48,040.87"
7/5/2022,1/17/2023,Nonexempt,"44,698.90"
4/14/2015,9/12/2020,Exempt,"86,973.69"
1/6/2014,8/29/2022,Nonexempt,"52,571.79"
5/4/2024,5/4/2024,Exempt,"53,576.72"
3/10/1997,3/10/1997,Nonexempt,"53,941.96"
3/16/2019,3/16/2019,Nonexempt,"41,774.67"
7/23/2006,4/6/2024,Nonexempt,"41,231.30"
9/12/2022,9/12/2022,Exempt,"62,791.81"
6/1/2024,6/1/2024,Nonexempt,"43,008.13"
3/8/2005,3/8/2005,Nonexempt,"44,707.73"
11/21/2020,2/28/2022,Exempt,"58,766.01"
3/30/2017,6/1/2024,Exempt,"68,302.50"
3/11/2023,2/10/2024,Nonexempt,"45,952.14"
10/1/1985,3/1/2010,Exempt,"112,653.59"
10/29/1992,1/23/2017,Nonexempt,"58,661.12"
1/14/1980,10/24/2022,Exempt,"163,012.50"
12/15/2008,11/20/2023,Exempt,"65,332.31"
10/6/1993,8/1/2020,Exempt,"104,920.28"
4/6/2024,4/6/2024,Exempt,"77,625.00"
9/13/2021,9/13/2021,Nonexempt,"41,231.30"
6/3/2024,8/12/2024,Exempt,"50,624.05"
3/14/2005,4/6/2024,Exempt,"101,102.07"
10/24/2020,1/27/2024,Exempt,"57,331.50"
1/3/2023,1/3/2023,Nonexempt,"41,231.30"
8/2/2021,10/7/2024,Nonexempt,"46,589.00"
1/27/2024,1/27/2024,Nonexempt,"41,774.67"
9/21/2024,9/21/2024,Exempt,"53,803.20"
2/29/2020,2/29/2020,Nonexempt,"57,331.76"
3/14/2022,9/12/2022,Nonexempt,"41,231.30"
10/5/2024,10/5/2024,Exempt,"57,331.05"
5/1/2017,6/11/2018,Nonexempt,"52,112.52"
7/13/2024,7/13/2024,Exempt,"60,000.00"
5/30/2017,7/5/2022,Exempt,"119,542.50"
3/30/2019,10/24/2022,Nonexempt,"55,152.56"
6/15/2024,6/15/2024,Nonexempt,"41,231.30"
2/18/1975,5/15/1996,Nonexempt,"75,133.93"
5/1/2012,5/1/2012,Nonexempt,"50,894.53"
9/16/2010,1/6/2020,Nonexempt,"47,958.94"
2/23/2015,10/24/2022,Nonexempt,"55,424.25"
5/14/2018,5/23/2022,Nonexempt,"41,231.30"
3/29/2000,12/3/2007,Exempt,"74,988.86"
1/22/2018,11/4/2023,Exempt,"48,955.50"
4/18/2005,6/15/2024,Exempt,"72,450.00"
12/16/2023,9/7/2024,Exempt,"66,950.14"
6/12/2017,4/6/2024,Exempt,"112,532.96"
5/23/2016,5/23/2016,Nonexempt,"60,141.78"
9/9/2023,9/9/2023,Nonexempt,"41,774.67"
9/26/2011,9/5/2017,Nonexempt,"60,141.78"
3/24/2008,3/24/2008,Nonexempt,"64,919.34"
6/24/2023,6/24/2023,Exempt,"88,590.83"
9/8/2015,6/15/2024,Nonexempt,"41,231.30"
2/10/2024,2/10/2024,Exempt,"72,450.00"
10/5/2024,10/5/2024,Exempt,"89,095.69"
11/23/2015,3/30/2019,Nonexempt,"59,016.73"
11/3/1993,10/23/2005,Nonexempt,"55,625.93"
10/24/2016,10/24/2016,Nonexempt,"60,141.78"
10/24/2020,3/27/2023,Nonexempt,"50,463.24"
9/21/2024,9/21/2024,Exempt,"60,000.00"
6/15/2024,6/15/2024,Nonexempt,"41,231.30"
7/9/2013,5/4/2024,Nonexempt,"46,588.80"
3/30/1987,5/15/1996,Nonexempt,"41,151.03"
7/29/2024,7/29/2024,Nonexempt,"45,354.10"
3/9/2024,3/9/2024,Nonexempt,"41,231.30"
8/10/2024,8/10/2024,Exempt,"70,500.00"
